A	Acc
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPN	Dat Plur Neut
DPNS	Dat Plur Neut Superlative
DPNS	Dat Plur Neut Superlative
DPNS	Dat Plur Neut Superlative
DS	Dat Sing
DS	Dat Sing
DS	Dat Sing
DS	Dat Sing
DS	Dat Sing
DS	Dat Sing
DS	Dat Sing
DS	Dat Sing
DS	Dat Sing
DS	Dat Sing
DS	Dat Sing
DS	Dat Sing
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSF	Dat Sing Fem
DSFC	Dat Sing Fem Compar
DSFC	Dat Sing Fem Compar
DSFC	Dat Sing Fem Compar
DSFS	Dat Sing Fem Superlative
DSFS	Dat Sing Fem Superlative
DSFS	Dat Sing Fem Superlative
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSM	Dat Sing Masc
DSMC	Dat Sing Masc Compar
DSMC	Dat Sing Masc Compar
DSMC	Dat Sing Masc Compar
DSMS	Dat Sing Masc Superlative
DSMS	Dat Sing Masc Superlative
DSMS	Dat Sing Masc Superlative
DSMS	Dat Sing Masc Superlative
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSN	Dat Sing Neut
DSNC	Dat Sing Neut Compar
DSNS	Dat Sing Neut Superlative
DSNS	Dat Sing Neut Superlative
FAD2S	Fut Act Imperative 2nd Sing
FAI1P	Fut Act Ind 1st Plur
FAI1P	Fut Act Ind 1st Plur
FAI1P	Fut Act Ind 1st Plur
FAI1S	Fut Act Ind 1st Sing
FAI1S	Fut Act Ind 1st Sing
FAI1S	Fut Act Ind 1st Sing
FAI1S	Fut Act Ind 1st Sing
FAI2P	Fut Act Ind 2nd Plur
FAI2P	Fut Act Ind 2nd Plur
FAI2P	Fut Act Ind 2nd Plur
FAI2S	Fut Act Ind 2nd Sing
FAI2S	Fut Act Ind 2nd Sing
FAI2S	Fut Act Ind 2nd Sing
FAI2S	Fut Act Ind 2nd Sing
FAI2S	Fut Act Ind 2nd Sing
FAI2S	Fut Act Ind 2nd Sing
FAI3P	Fut Act Ind 3rd Plur
FAI3P	Fut Act Ind 3rd Plur
FAI3P	Fut Act Ind 3rd Plur
FAI3P	Fut Act Ind 3rd Plur
FAI3P	Fut Act Ind 3rd Plur
FAI3S	Fut Act Ind 3rd Sing
FAI3S	Fut Act Ind 3rd Sing
FAI3S	Fut Act Ind 3rd Sing
FAI3S	Fut Act Ind 3rd Sing
FAI3S	Fut Act Ind 3rd Sing
FAI3S	Fut Act Ind 3rd Sing
FAN	Fut Act Infin
FAN	Fut Act Infin
FAN	Fut Act Infin
FAN	Fut Act Infin
FAO3P	Fut Act Opt 3rd Plur
FAO3S	Fut Act Opt 3rd Sing
FAPAPM	Fut Act Part Acc Plur Masc
FAPAPM	Fut Act Part Acc Plur Masc
FAPAPN	Fut Act Part Acc Plur Neut
FAPASM	Fut Act Part Acc Sing Masc
FAPASN	Fut Act Part Acc Sing Neut
FAPNPM	Fut Act Part Nom Plur Masc
FAPNPM	Fut Act Part Nom Plur Masc
FAPNPM	Fut Act Part Nom Plur Masc
FAPNPM	Fut Act Part Nom Plur Masc
FAPNSF	Fut Act Part Nom Sing Fem
FAPNSM	Fut Act Part Nom Sing Masc
FAPNSM	Fut Act Part Nom Sing Masc
FAPNSM	Fut Act Part Nom Sing Masc
FAPNSN	Fut Act Part Nom Sing Neut
FAS1S	Fut Act Subj 1st Sing
FMD2P	Fut Mid Imperative 2nd Plur
FMI1P	Fut Mid Ind 1st Plur
FMI1P	Fut Mid Ind 1st Plur
FMI1P	Fut Mid Ind 1st Plur
FMI1S	Fut Mid Ind 1st Sing
FMI1S	Fut Mid Ind 1st Sing
FMI1S	Fut Mid Ind 1st Sing
FMI1S	Fut Mid Ind 1st Sing
FMI1S	Fut Mid Ind 1st Sing
FMI2P	Fut Mid Ind 2nd Plur
FMI2P	Fut Mid Ind 2nd Plur
FMI2P	Fut Mid Ind 2nd Plur
FMI2P	Fut Mid Ind 2nd Plur
FMI2P	Fut Mid Ind 2nd Plur
FMI2S	Fut Mid Ind 2nd Sing
FMI2S	Fut Mid Ind 2nd Sing
FMI2S	Fut Mid Ind 2nd Sing
FMI2S	Fut Mid Ind 2nd Sing
FMI2S	Fut Mid Ind 2nd Sing
FMI3P	Fut Mid Ind 3rd Plur
FMI3P	Fut Mid Ind 3rd Plur
FMI3P	Fut Mid Ind 3rd Plur
FMI3P	Fut Mid Ind 3rd Plur
FMI3S	Fut Mid Ind 3rd Sing
FMI3S	Fut Mid Ind 3rd Sing
FMI3S	Fut Mid Ind 3rd Sing
FMI3S	Fut Mid Ind 3rd Sing
FMI3S	Fut Mid Ind 3rd Sing
FMN	Fut Mid Infin
FMO1P	Fut Mid Opt 1st Plur
FMO3S	Fut Mid Opt 3rd Sing
FMPAPM	Fut Mid Part Acc Plur Masc
FMPAPN	Fut Mid Part Acc Plur Neut
FMPASF	Fut Mid Part Acc Sing Fem
FMPASM	Fut Mid Part Acc Sing Masc
FMPASN	Fut Mid Part Acc Sing Neut
FMPASN	Fut Mid Part Acc Sing Neut
FMPGPN	Fut Mid Part Gen Plur Neut
FMPGSF	Fut Mid Part Gen Sing Fem
FMPGSM	Fut Mid Part Gen Sing Masc
FMPNPN	Fut Mid Part Nom Plur Neut
FMPNSM	Fut Mid Part Nom Sing Masc
FMPNSN	Fut Mid Part Nom Sing Neut
FMS2S	Fut Mid Subj 2nd Sing
FPI1P	Fut Pass Ind 1st Plur
FPI1P	Fut Pass Ind 1st Plur
FPI1P	Fut Pass Ind 1st Plur
FPI1P	Fut Pass Ind 1st Plur
FPI1P	Fut Pass Ind 1st Plur
FPI1S	Fut Pass Ind 1st Sing
FPI1S	Fut Pass Ind 1st Sing
FPI1S	Fut Pass Ind 1st Sing
FPI1S	Fut Pass Ind 1st Sing
FPI1S	Fut Pass Ind 1st Sing
FPI1S	Fut Pass Ind 1st Sing
FPI2P	Fut Pass Ind 2nd Plur
FPI2P	Fut Pass Ind 2nd Plur
FPI2P	Fut Pass Ind 2nd Plur
FPI2P	Fut Pass Ind 2nd Plur
FPI2P	Fut Pass Ind 2nd Plur
FPI2P	Fut Pass Ind 2nd Plur
FPI2P	Fut Pass Ind 2nd Plur
FPI2S	Fut Pass Ind 2nd Sing
FPI2S	Fut Pass Ind 2nd Sing
FPI2S	Fut Pass Ind 2nd Sing
FPI2S	Fut Pass Ind 2nd Sing
FPI2S	Fut Pass Ind 2nd Sing
FPI2S	Fut Pass Ind 2nd Sing
FPI2S	Fut Pass Ind 2nd Sing
FPI3P	Fut Pass Ind 3rd Plur
FPI3P	Fut Pass Ind 3rd Plur
FPI3P	Fut Pass Ind 3rd Plur
FPI3P	Fut Pass Ind 3rd Plur
FPI3P	Fut Pass Ind 3rd Plur
FPI3P	Fut Pass Ind 3rd Plur
FPI3P	Fut Pass Ind 3rd Plur
FPI3P	Fut Pass Ind 3rd Plur
FPI3S	Fut Pass Ind 3rd Sing
FPI3S	Fut Pass Ind 3rd Sing
FPI3S	Fut Pass Ind 3rd Sing
FPI3S	Fut Pass Ind 3rd Sing
FPI3S	Fut Pass Ind 3rd Sing
FPI3S	Fut Pass Ind 3rd Sing
FPI3S	Fut Pass Ind 3rd Sing
FPI3S	Fut Pass Ind 3rd Sing
FPI3S	Fut Pass Ind 3rd Sing
FPI3S	Fut Pass Ind 3rd Sing
FPI3S	Fut Pass Ind 3rd Sing
FPN	Fut Pass Infin
FPN	Fut Pass Infin
FPPAPF	Fut Pass Part Acc Plur Fem
FPPAPM	Fut Pass Part Acc Plur Masc
FPPAPN	Fut Pass Part Acc Plur Neut
FPPDPM	Fut Pass Part Dat Plur Masc
FPPDPN	Fut Pass Part Dat Plur Neut
FPPDSM	Fut Pass Part Dat Sing Masc
FPPGPM	Fut Pass Part Gen Plur Masc
FPPGPN	Fut Pass Part Gen Plur Neut
FPPNPM	Fut Pass Part Nom Plur Masc
FPPNSM	Fut Pass Part Nom Sing Masc
FPPNSN	Fut Pass Part Nom Sing Neut
FPS2S	Fut Pass Subj 2nd Sing
FPS3P	Fut Pass Subj 3rd Plur
G	Gen
G/D	Gen/Dat
GDF	Gen Dual Fem
GDM	Gen Dual Masc
GDN	Gen Dual Neut
GP	Gen Plur
GP	Gen Plur
GP	Gen Plur
GP	Gen Plur
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPF	Gen Plur Fem
GPFC	Gen Plur Fem Compar
GPFS	Gen Plur Fem Superlative
GPFS	Gen Plur Fem Superlative
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPM	Gen Plur Masc
GPMC	Gen Plur Masc Compar
GPMC	Gen Plur Masc Compar
GPMC	Gen Plur Masc Compar
GPMS	Gen Plur Masc Superlative
GPMS	Gen Plur Masc Superlative
GPMS	Gen Plur Masc Superlative
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPN	Gen Plur Neut
GPNC	Gen Plur Neut Compar
GPNC	Gen Plur Neut Compar
GPNS	Gen Plur Neut Superlative
GPNS	Gen Plur Neut Superlative
GPNS	Gen Plur Neut Superlative
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GS	Gen Sing
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSF	Gen Sing Fem
GSFC	Gen Sing Fem Compar
GSFC	Gen Sing Fem Compar
GSFS	Gen Sing Fem Superlative
GSFS	Gen Sing Fem Superlative
GSFS	Gen Sing Fem Superlative
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSM	Gen Sing Masc
GSMC	Gen Sing Masc Compar
GSMC	Gen Sing Masc Compar
GSMC	Gen Sing Masc Compar
GSMS	Gen Sing Masc Superlative
GSMS	Gen Sing Masc Superlative
GSMS	Gen Sing Masc Superlative
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSN	Gen Sing Neut
GSNC	Gen Sing Neut Compar
GSNS	Gen Sing Neut Superlative
GSNS	Gen Sing Neut Superlative
IAI1P	Imperf Act Ind 1st Plur
IAI1P	Imperf Act Ind 1st Plur
IAI1P	Imperf Act Ind 1st Plur
IAI1P	Imperf Act Ind 1st Plur
IAI1P	Imperf Act Ind 1st Plur
IAI1S	Imperf Act Ind 1st Sing
IAI1S	Imperf Act Ind 1st Sing
IAI1S	Imperf Act Ind 1st Sing
IAI1S	Imperf Act Ind 1st Sing
IAI1S	Imperf Act Ind 1st Sing
IAI1S	Imperf Act Ind 1st Sing
IAI1S	Imperf Act Ind 1st Sing
IAI1S	Imperf Act Ind 1st Sing
IAI1S	Imperf Act Ind 1st Sing
IAI1S	Imperf Act Ind 1st Sing
IAI1S	Imperf Act Ind 1st Sing
IAI2P	Imperf Act Ind 2nd Plur
IAI2P	Imperf Act Ind 2nd Plur
IAI2P	Imperf Act Ind 2nd Plur
IAI2P	Imperf Act Ind 2nd Plur
IAI2P	Imperf Act Ind 2nd Plur
IAI2P	Imperf Act Ind 2nd Plur
IAI2S	Imperf Act Ind 2nd Sing
IAI2S	Imperf Act Ind 2nd Sing
IAI2S	Imperf Act Ind 2nd Sing
IAI2S	Imperf Act Ind 2nd Sing
IAI2S	Imperf Act Ind 2nd Sing
IAI2S	Imperf Act Ind 2nd Sing
IAI2S	Imperf Act Ind 2nd Sing
IAI2S	Imperf Act Ind 2nd Sing
IAI2S	Imperf Act Ind 2nd Sing
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3P	Imperf Act Ind 3rd Plur
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAI3S	Imperf Act Ind 3rd Sing
IAS2P	Imperf Act Subj 2nd Plur
IAS2S	Imperf Act Subj 2nd Sing
IMI1P	Imperf Mid Ind 1st Plur
IMI1P	Imperf Mid Ind 1st Plur
IMI1P	Imperf Mid Ind 1st Plur
IMI1P	Imperf Mid Ind 1st Plur
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI1S	Imperf Mid Ind 1st Sing
IMI2P	Imperf Mid Ind 2nd Plur
IMI2P	Imperf Mid Ind 2nd Plur
IMI2P	Imperf Mid Ind 2nd Plur
IMI2S	Imperf Mid Ind 2nd Sing
IMI2S	Imperf Mid Ind 2nd Sing
IMI2S	Imperf Mid Ind 2nd Sing
IMI2S	Imperf Mid Ind 2nd Sing
IMI2S	Imperf Mid Ind 2nd Sing
IMI2S	Imperf Mid Ind 2nd Sing
IMI2S	Imperf Mid Ind 2nd Sing
IMI2S	Imperf Mid Ind 2nd Sing
IMI2S	Imperf Mid Ind 2nd Sing
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3P	Imperf Mid Ind 3rd Plur
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IMI3S	Imperf Mid Ind 3rd Sing
IPI1P	Imperf Pass Ind 1st Plur
