Αβραμιαῖος	
ἀγαυριάω	
ἀγκαλίς	
ἀγκωνίσκος	
ἀγριάνω	
ἀγριομυρίκη	
ἀγρίως	
ἀδελφικῶς	
ἀδεῶς	
ἀδιάπτωτος	
ἀδιάστροφος	
ἀδιάτρεπτος	
ἀδιεξέταστος	
ἀδόλως	
ἀδυναμέω	
ἀδυνάω	
αδων	
αδωρηεμ	
ἀθεσία	
ἀθέσμως	
ἀθέτημα	
ἀθλοθετέω	
αθουκιιν	
αἰγίδιον	
αιδαδ	
ἀϊδιότης	
αἰκίζομαι	
αιλ	
αιλαμ	
αιλαμμω	
αιλευ	
αἱμωδιάω	
αιν	
αἰνιγματιστής	
αἱρετίς	
αἰσθητική	
αἰσχρῶς	
αἰφνιδίως	
ἀκαλύπτως	
ακαν	
ακανα	
ἀκαταμάχητος	
ἀκατάποτος	
ἀκαταστατέω	
ἀκατέργαστος	
ἀκηδία	
ἀκηδιάζω	
ἀκηδιάω	
ἀκηλίδωτος	
ἀκιδωτόν	
ἀκληρέω	
ἀκολούθως	
ἀκοπιάστως	
ἀκόσμως	
ἀκουσιάζω	
ἀκούσιος	
ἀκουσίως	
ἀκουτίζω	
ἀκριβάζω	
ἀκριβασμός	
ἀκρίτως	
ἀκροφύλαξ	
ἀκύματος	
αλαιμωθ	
ἀλάσσω	
ἄλιμον	
ἀλλοεθνής	
ἁλμυρίς	
ἀλογίστως	
αλφ	
αλωθ	
αμαδαρωθ	
ἁμαρία	
αμασενιθ	
ἀμάσητος	
αματταρι	
αμαφεθ	
ἀμβλάκημα	
ἀμείδητος	
ἀμειξία	
ἄμελξις	
ἀμελῶς	
ἀμμανείτης	
ἀμμώδης	
ἀμνησία	
ἀμνησικακία	
ἀμνήστευτος	
ἀμόλυντος	
ἀμορίτη	
ἀμπλακία	
ἀμύγδαλον	
ἄμυνα	
ἀμφίασις	
ἀμφιβολεύς	
ἀμφίταπος	
ἀμφοτεροδέξιος	
ἀναβαθμίς	
ἀναβράζω	
ἀναγνεία	
ἀναγώγως	
ἀναζευγνύω	
ἀναζυγή	
ἀναιδῶς	
ἀναιτίως	
ἀνάκλισις	
ἀνάκλιτον	
ἀνάλημμα	
ἀναλημπτέος	
ἀναλημπτήρ	
ἀναλόγως	
ἀναμφισβητήτως	
ἀνάνευσις	
ἀναντία	
ἀναντλέω	
ἄναξις	
ἀναποδισμός	
ἀναποιέω	
ἀναπτέρωσις	
ἀναστρατοπεδεύω	
ἀνασύρω	
ἀνατίκτω	
ἀνατιναγμός	
ἀνατροφή	
ἀναφάλαντος	
ἀναφαλάντωμα	
ἀναφθάνω	
ἀναφορά	
ἀναφορεύς	
ἀναφράσσω	
ἀνδραγαθαέω	
ἀνδρειόω	
ἀνδρείως	
ἀνδρογύναιος	
ἀνδρολογεῖον	
ἀνδροφονέω	
ἀνδρωδῶς	
ἀνείκαστος	
ἀνεκλιπής	
ἀνελεημόνως	
ἀνελπίστως	
ἀνεξικακία	
ἀνεπιστρέπτως	
ἀνέτλην	
ἀνέφικτος	
ἀνήλατος	
ἀνθομολόγησις	
ἀνθράκινος	
ἀνθυφαιρέω	
ἀνίπταμαι	
ἀνομβρέω	
ἀνόμημα	
ἀνοσίως	
ἄνους	
ἀντάμειψις	
ἀντανακλάω	
ἀνταποθνήσκω	
ἀνταπόκρισις	
ἀνταποστέλλω	
ἀνταποτίνω	
ἀντιδοκέω	
ἀντίζηλος	
ἀντίθετος	
ἀντικρίνω	
ἀντιλήπτωρ	
ἀντίον	
ἀντίοχος	
ἀντιπαραγωγή	
ἀντίπτωμα	
ἀντίρρησις	
ἀντιρρητορεύω	
ἀντιστήριγμα	
ἀντιστηρίζω	
ἀντίψυχος	
ἀνυπερθέτως	
ἀνυπόδετος	
ἀνυπομόνητος	
ἀπαδικέω	
ἀπαμαυρόω	
ἀπάνωθεν	
ἀπαραλλάκτως	
ἀπαραπόδιστος	
ἀπαρασήμαντος	
ἄπαρσις	
ἀπαρτία	
ἀπάρχω	
ἀπασπάζομαι	
ἀπάτησις	
ἀπείκασμα	
ἀπεκδίδωμι	
ἀπέκτασις	
ἀπελέκητος	
ἀπενεόομαι	
ἀπερικάθαρτος	
ἀπευθανατίζω	
ἀπεχθῶς	
ἄπιος	
ἀπληστεύομαι	
ἁπλοσύνη	
ἀπόβλημα	
ἀπογινώσκω	
ἀποδεκατίζω	
ἀποδεσμεύω	
ἀποδέω	
ἀποδιαστέλλω	
ἀπόδομα	
ἀποδοχεῖον	
ἀποικεσία	
ἀποκαθαρίζω	
ἀποκακέω	
ἀποκάλυμμα	
ἀποκενόω	
ἀποκεντέω	
ἀποκέντησις	
ἀποκιδαρόω	
ἀπόκλεισμα	
ἀποκρυβή	
ἀποκρυφή	
ἀποκωφόομαι	
ἀπολεπίζω	
ἀπολιθόω	
ἀπόλλω	
ἀπόλοιπος	
ἀπομαρτυρέω	
ἀπομέμφομαι	
ἀπόμοιρα	
ἀποξαίνω	
ἀποπαρθενεύομαι	
ἀποπιέζω	
ἀποπλάνησις	
ἀποποιέω	
ἀποπομπαῖος	
ἀποπρατίζομαι	
ἀπόπτωμα	
ἀποργίζομαι	
ἀπορρήσσω	
ἀπόρροια	
ἀποσκαρίξω	
ἀποσκληρύνω	
ἀποσκοπεύω	
ἀποσκορακισμός	
ἀποστάτις	
ἀποστρεβαλόομαι	
ἀποσυνάγω	
ἀποσφενδονάω	
ἀποσφράγισμα	
ἀποτηγανίζω	
ἀποτίκτω	
ἀποτίναγμα	
ἀποτροπιάζω	
ἀποτρυγάω	
ἀποτυφλόω	
ἀποφράσσω	
ἀπρονοήτως	
ἀπρόπτωτος	
ἀπροσδοκήτως	
ἀπτόητος	
ἀπωσμός	
αρααβ	
ἀργυροκοπέω	
ἀργυρολόγητος	
ἀργυροχόος	
ἀργύρωμα	
ἀρδαλόω	
ἀρέσω	
ἀρεταλογία	
ἀρθρέμβολον	
αριηλ	
ἀριστέω	
αριωθ	
ἀρκεύθινος	
ἄρκευθος	
ἀρκτοῦρος	
ἁρμόνιος	
ἀροτρόπους	
ἅρπαγμα	
ἀρρενωδῶς	
ἄρριζος	
ἀρτήρ	
ἀρτίως	
ἀρτοκοπικός	
ἀρχιεράομαι	
ἀρχιερατεύω	
ἀρχιευνοῦχος	
ἀρχιπατριώτης	
ἀρχισωματοφύλαξ	
ἀρχιτεκτονία	
ἀρχίφυλος	
ασαραμελ	
ασαρημωθ	
ἀσβόλη	
ασελισι	
ἄσηπτος	
ασηρωθ	
ἀσθενόψυχος	
ἄσθμα	
ἀσίδα	
Ασιδαῖος	
ἀσιτί	
ἀσκοπυτίνη	
ἀσπάλαξ	
ἀσπιδίσκη	
ἄστεγος	
ἀστείως	
ἄστεκτος	
ἀστρολόγος	
ἀσυνθετέω	
ἀσυρής	
ἀσφαλτόπισσα	
ἀταραξία	
ἀτάραχος	
ἀτελεία	
ἄτρυγος	
ἀττάκης	
ἀττέλεβος	
αὔγασμα	
αὔγω	
αὐθαιρέτως	
αὐθεντία	
αὐθημερινός	
αὐθημερόν	
αὐθωρί	
αὐλάρχης	
αὐλαρχία	
αὐστηρία	
αὐταρκέω	
αὐτοδέσποτος	
αὐτοσχεδίως	
ἀφαίρεμα	
ἄφεδρος	
ἀφειδῶς	
ἄφεμα	
ἀφεύκτως	
ἀφθόνως	
ἀφόδευμα	
ἀφοδεύω	
ἀφόμοιος	
ἀφόρισμα	
ἀφορισμός	
ἀφορολόγητος	
ἀφρονεύομαι	
ἀφυλάκτως	
ἀφυστερέω	
αφφουσωθ	
αφφω	
ἀχαρίστως	
ἀχάτης	
αχουχ	
ἀχρειότης	
ἄωρος	
βααλταμ	
βαδδιν	
βαθύφωνον	
βαθύχειλος	
βαΐνη	
βακχούριον	
βαμα	
βαρ	
βαρακηνιμ	
βαρβαρόω	
βαρβάρως	
βαρκοννιμ	
βαρύγλωσσος	
βαρυκάρδιος	
βαρυτέρως	
βαρχαβωθ	
βασανιστήριον	
βασιλίσκος	
βδελυγμός	
βεβαίως	
βεβήλωσις	
βεδεκ	
βεθ	
βελόστασις	
βενιαμιν	
βερσεχθαν	
βηθ	
βηρύλλιον	
βιαίως	
βιβλιαφόρος	
βιβλιοθήκη	
βιβλιοφυλάκιον	
βιότης	
βιρα	
βλαστάω	
βοήθημα	
βόλβιτον	
βόμβησις	
βοοζύγιον	
βοτρύδιον	
βούβαλος	
βούκεντρον	
βουλόλιον	
βραγχιάω	
βραδέως	
βραδύγλωσσος	
βραχέως	
βραχυτελής	
βυθοτρεφής	
γαβης	
γαβιν	
γαβις	
γαζαρηνός	
γαι	
γαῖσος	
γαλακτοποτέω	
γαλακτοτροφία	
γαλεάγρα	
γαλῆ	
γαρεμ	
γασβαρηνός	
γαυριόω	
γαυρόω	
γεδδουρ	
γεδωρ	
γεῖσος	
γειώρας	
γελοιασμός	
γελοιαστής	
γελοῖος	
γενεσιάρχης	
γενεσιουργός	
γενέτις	
γενικός	
γενναίως	
γεῦσις	
γηροβόσκω	
γιμαλ	
γλυκάζω	
γλύκασμα	
γλυκερός	
γλύμμα	
γλυφή	
γλωσσότμητος	
γλωσσοτομέω	
γλωσσοχαριτόω	
γλωσσώδης	
γνοφερός	
γνοφόω	
γνοφώδης	
γνωριστής	
γνωστῶς	
γόγγυσις	
γομορ	
γομφιάζω	
γομφιασμός	
γονορρυής	
γραμματοεισαγωγεύς	
γραπτόν	
γραφεῖον	
γρηγόρησις	
γυναικών	
γύναιον	
γυρόω	
γωλαθ	
γωληλα	
γωνιαῖος	
δαβιρ	
δᾳδουχία	
δασέως	
δάσος	
δαψιλεύω	
δεβραθα	
δειλανδρέω	
δειλιαίνω	
δειλόομαι	
δειλόψυχος	
δεινάζω	
δεκαμηνιαῖος	
δεκαπλασιάζω	
δεκαπλασίων	
δεκαπλασίως	
δεκάχορδος	
δελθ	
δένδρος	
δεξιάζω	
δέσις	
δεσποτεύω	
δευτέριον	
δευτερολογέω	
δευτερονόμιον	
δευτέρωσις	
δηλαϊστός	
διάβημα	
διαβουλία	
διάγγελμα	
διάζομαι	
διαιτέω	
διακαθιζάνω	
διακάμπτω	
διακατέχω	
διακολυμβάω	
διακυβερνάω	
διάλημψις	
διαλιμπάνω	
διαλογή	
διαλοιδόρησις	
διαμασάομαι	
διαμελίζω	
διαμέτρησις	
διανήθω	
διανίστημι	
διανόησις	
διαξαίνω	
διαπαρατηρέομαι	
διαπειράζω	
διαπετάννυμι	
διάπρασις	
διαπρίζω	
διάπτωσις	
διαρραίνω	
διαρρυθμίζω	
διαρτίζω	
διασκευή	
διασκορπισμός	
δίασμα	
διασπασμός	
διάσταλσις	
διαστράπτω	
διαστρώννυμι	
διασυρίζω	
διασφαγή	
διατήρησις	
διατίλλω	
διατόνιον	
διαφόρημα	
διαφόρως	
διαφώσκω	
διαχρίω	
διγομία	
διδυμεύω	
διεκβάλλω	
διεκκύπτω	
διεμβάλλω	
διεμπίμπλημι	
διεξοδεύω	
διερεθίζω	
δίεσις	
διεστραμμένως	
διετηρίς	
διηλόω	
διηνεκῶς	
δίθυμος	
δικαιοκρίτης	
δικαιολογία	
δικτυόω	
δικτυωτός	
διμερής	
δίμετρον	
δίμετρος	
διοικητής	
διόλου	
διοργίζομαι	
διπλασιασμός	
δισσῶς	
δισχίλιος	
διτάλαντον	
διχηλέω	
διψώδης	
διωστήρ	
διώχω	
δόκωσις	
δολιότης	
δολίως	
δόξαστος	
δοξικός	
δοξολογέω	
δορατοφόρος	
δορκάδιον	
δόρκων	
δοτός	
δράκος	
δράξ	
δυνάστευμα	
δυνατῶς	
δύνομαι	
δυσαίακτος	
δυσάληκτος	
δυσδιήγητος	
δυσημερία	
δυσμενῶς	
δυσπέτημα	
δυσσέβημα	
δυσφόρως	
δωδεκάμηνον	
δωροδέκτης	
δωροκοπέω	
δωρολήμπτης	
ἔαρσις	
ἐβδελύσσω	
ἐγγαστρίμυθος	
ἔγγιστα	
ἔγγραπτος	
ἐγκαινίοις	
ἐγκαινισμός	
ἐγκαίνωσις	
ἐγκατάλειιμα	
ἐγκατάλειμμα	
ἐγκαταλιμπάνω	
ἐγκαταπαίζω	
ἔγκατον	
ἐγκαυχάομαι	
ἐγκηδεύομαι	
ἐγκλοιόω	
ἐγκοίλιος	
ἐγκότημα	
ἐγκρατέω	
ἐγκρίς	
ἔγκτητος	
ἐγκυλίω	
ἐγκώμιον	
ἐγκώμιονς	
ἐγχειρίδιον	
ἐθελοκωφόω	
ἐθνηδόν	
ἐθνοπάτωρ	
ἐθνοπλήθης	
εἰδέχθεια	
εἴδησις	
εἰδώλιον	
εἱλέω	
εἵλκω	
εἴργω	
εἰρηνικῶς	
εἰσκύπτω	
εἰσοδιάζω	
εἰσόδιον	
ἐκβεβηλόω	
ἐκβρασμός	
ἐκγεννάω	
ἐκδανείζω	
ἐκδεκτέον	
ἐκδιαιτάω	
ἐκδικητής	
ἐκελεκτός	
ἐκζητητής	
ἐκθαυμάζω	
ἔκθεμα	
ἐκθηλάζω	
ἐκκαθαρίζω	
ἐκκήρυκτος	
ἐκκόλαμμα	
ἔκλαμπρος	
ἔκλαμψις	
ἐκλατομέω	
ἐκλείχω	
ἔκλευκος	
ἐκλικμάω	
ἐκλιμία	
ἐκλογιστή	
ἐκλογιστής	
ἐκλογιστία	
ἐκλοχίζω	
ἐκλυτρόομαι	
ἕκλω	
ἐκμελίζω	
ἐκμιαίνω	
ἐκμυελίζω	
ἔκνηψις	
ἑκουσιάζομαι	
ἑκουσιασμός	
ἐκπαίζω	
ἐκπεριπορεύομαι	
ἐκπιέζω	
ἐκπικραίνομαι	
ἐκπολιτεύω	
ἔκρηγμα	
ἐκριζωτής	
ἐκριπτέω	
ἔκρυσις	
ἐκσαρκίζομαι	
ἐκσιφωνίζω	
ἐκσπερματίζω	
ἐκσπονδυλίζω	
ἐκσυρίζω	
ἐκσύρω	
ἐκτενία	
ἐκτίκτω	
ἐκτιναγμός	
ἐκτοκίζω	
ἐκτριβή	
ἐκτρυγάω	
ἐκτύπωμα	
ἐκτύπωσις	
ἐκυρεύω	
ἐκφυγή	
ἐκφύρω	
ἐκχολάω	
ἔκχυσις	
ἐκχωρίζω	
ἐλαίαν	
ἐλαιολογέω	
ἔλαμψαν	
ἐλασσονόω	
ἐλάσσω	
ἐλατός	
ἐλάττωσις	
ἐλεάω	
ἐλεημοποιός	
ἑλεόπολις	
ἐλευστέον	
ἐλέφαντα	
ἐλέφαντας	
ἐλέφαντι	
ἐλεφάντων	
ἑλληνικός	
ελλουλιμ	
ελμωνι	
ελωαι	
ἐμάκρυναν	
ἐμβίωσις	
ἐμβρίμημα	
ἐμεγαλύνθω	
ἐμμολύνω	
ἐμπαραγίνομαι	
ἐμπείρω	
ἐμπλατύνω	
ἐμπληθύνομαι	
ἐμπλόκιον	
ἐμπνέος	
ἔμπνευσις	
ἐμποδιστικός	
ἐμποδοστατέω	
ἐμποδοστάτης	
ἐμπονέω	
ἐμπορπόομαι	
ἐμπρόσθιον	
ἐμπυρίζω	
ἐμπυρισμός	
ἐμπυριστής	
ἐμφανισμός	
ἐμφανῶς	
ἔμφασις	
ἐμφραγμός	
ἐναγκάλισμα	
ἐναθλέω	
ἐναλλαγή	
ἐναντιόω	
ἐναπερείδω	
ἐναποσφραγίζω	
ἐνάρετος	
ἐνατενίξω	
ἐνδείκτης	
ἐνδελεχέω	
ἐνδελεχίζω	
ἐνδελεχισμός	
ἐνδελεχῶς	
ἔνδεσμος	
ἐνδέω	
ἐνδογενής	
ἐνδόξως	
ἐνδόσθια	
ἐνδόσθιον	
ἐνεξουσιάζω	
ἐνεχυράσαι	
ἐνεχύρασμα	
ἐνήδρευσαν	
ἐνῆλιξ	
ἔνθεμα	
ἐνθέμιον	
ἐνθρονίζω	
ἐνθρύπτω	
ἐνθυμίου	
ἐννεακαιδέκατος	
ἐννέμω	
ἔννευμα	
ἐννόημα	
ἐννόμως	
ἐννοσσοποιέομαι	
ἐνοικειόω	
ἐνοπλίζω	
ἐνόρκιος	
ἐνόρκως	
ἐνσιτέομαι	
ἐνσκολιευόμαι	
ἐντίμως	
ἐντιναγμός	
ἐντινάσσω	
ἐντομίς	
ἐντρεχής	
ἔντριτος	
ἐντρύφημα	
ἐντυχία	
ἐνυποτάσσω	
ἔνυστρον	
ενφωθ	
ἐξαγορία	
ἐξάδελφος	
ἔξαιμος	
ἐξαίσος	
ἐξακονάω	
ἐξακριβάζω	
ἐξαλάομαι	
ἐξάλειψις	
ἐξαλλοιόω	
ἔξαλλος	
ἐξαλλοτριόω	
ἐξαποστολή	
ἔξαρθρος	
ἐξαρθρόω	
ἔξαρσις	
ἐξασθενέω	
ἐξατιμόομαι	
ἐξέγερσις	
ἐξεικονίζω	
ἐξειλέω	
ἐξεκκλησιάζω	
ἐξέλευσίς	
ἐξερεύνησις	
ἐξηγορία	
ἑξηκονταετής	
ἐξηλιάζω	
ἐξίλασις	
ἐξίλασμα	
ἐξιλασμός	
ἐξίπταμαι	
ἐξισάζω	
ἐξιχνιάζω	
ἐξιχνιασμός	
ἐξοδεύω	
ἐξοδιάζω	
ἐξόδιον	
ἔξοικος	
ἐξοκή	
ἐξολέθρευμα	
ἐξολέθρευσις	
ἐξομβρέω	
ἐξοπλησία	
ἐξουδένημα	
ἐξουδένωμα	
ἐξουδένωσις	
ἐξουθενόω	
ἐξόχως	
ἐξυμνέω	
ἐξυπνόω	
ἐξυψόω	
ἔξωσμα	
ἑόρτασμα	
ἐπᾴδω	
ἐπαινεστός	
ἐπαίτησις	
ἐπαΐω	
ἐπακουστός	
ἐπακρόασις	
ἐπαλγής	
ἐπανακαινίζω	
ἐπαναστάσις	
ἐπανατρυγάω	
ἐπανδρόω	
ἐπάνωθε	
ἐπαξονέω	
ἐπαοιδή	
ἐπαοιδός	
ἐπαποστέλλω	
ἔπαρμα	
ἐπαρυστήρ	
ἐπαρυστρίδας	
ἐπασθμαίνω	
ἐπαύξω	
ἔπειμι	
ἐπεκχέω	
ἐπευθυμέω	
ἐπευκτή	
ἐπευκτός	
ἐπήλυτος	
ἐπηρμένων	
ἐπιβόλαιον	
ἐπιβρέχω	
ἐπιγεμίζω	
ἐπιγνωμοσύνη	
ἐπίγνωστος	
ἐπιδέξιον	
ἐπιδέω	
ἐπιδιπλόω	
ἐπιδόξως	
ἐπιεικεύομαι	
ἐπιεικέως	
ἐπιεικῶς	
ἐπιζήμιον	
ἐπίθεμα	
ἐπιθεωρέω	
ἐπιθυμητά	
ἐπιθυμητή	
ἐπιθύω	
ἐπικαινίζω	
ἐπικαρπολογέομαι	
ἐπικαταράομαι	
ἐπικερδής	
ἐπικινέω	
ἐπικοπή	
ἐπικουφίζομαι	
ἐπικραταιόω	
ἐπικυλινδέω	
ἐπίκυφος	
ἐπιληπτεύομαι	
ἐπίμικτος	
ἐπίμοχθος	
ἐπιμυλίον	
ἐπιμύλιος	
ἐπινεφής	
ἐπιπαραγίνομαι	
ἐπίπεμπτος	
ἐπιπολαίως	
ἐπιρραντίζω	
ἐπιρριπτέω	
ἐπιρρωγολογέομαι	
ἐπισκεπάζω	
ἔπισος	
ἐπίσπαστρον	
ἐπισπλαγχνίζομαι	
ἐπισπουδαστής	
ἐπιστήριγμα	
ἐπιστοιβάζω	
ἐπιστοποιέω	
ἐπιστράτηγος	
ἐπιστρατοπεδεύω	
ἐπισυνέχω	
ἐπισυνίστημι	
ἐπισυστρέφω	
ἐπισφάλλω	
ἐπισφαλῶς	
ἐπιτάφιον	
ἐπιτυχία	
Ἐπιφανής	
ἐπιφυλλίζω	
ἐπίχυσις	
ἐπιχώρησις	
ἐπιψάλλω	
ἐπιψοφέω	
ἐπόζω	
ἐποίκιον	
ἕπομαι	
ἐποξύνω	
ἐποργίζομαι	
ἑπτάκι	
ἑπτακισχίλιος	
ἑπταμήτωρ	
ἑπταπλάσιος	
ἑπταπλασίων	
ἑπταπλασίως	
ἔπτυσμα	
ἐπώπιον	
ἐράω	
εργαβ	
ἐργάζο	
ἐργασίμη	
ἐργατεία	
ἐργατεύομαι	
ἐργέω	
ἐργοδιωκτέω	
ἐργοδιωκτής	
ἐργολάβεια	
ἐρέα	
ἐρεθισμός	
ἐρεθιστὴς	
ἐρειδόμενος	
ἐρεικτός	
ἐρεοῦς	
ἐρεύσομαι	
ἔρημα	
ἐρημικός	
ἐρημίτης	
ἔροψ	
ἐρυθαίνω	
ἐρυθροδανόω	
ἑρῶ	
ἐρωδιός	
εσεφιν	
ἐστέρημαι	
ἑστιατορία	
ἐσχαρίτης	
ἐσχατίζω	
ἐσχατογήρος	
ἐσχατόγηρως	
ἔτασις	
ἑτεροκλινῶς	
εὐαγγελία	
εὐαπάντητος	
εὐγενίζω	
εὐγενῶς	
εὐδράνεια	
εὐεκτέω	
εὐεργετικός	
εὐήκοος	
εὐήχης	
εὐήχος	
εὐθαλέω	
εὐθαλής	
εὐθαρσῶς	
εὐθής	
εὐθίκτως	
εὔθραστος	
εὐιλατεύω	
εὐΐλατος	
εὐκατάλλακτος	
εὐκληματέω	
εὐκοπία	
εὐκοσμέω	
εὐλαβῶς	
εὐλογιστία	
εὐμαθῶς	
εὐμενῶς	
εὐόδως	
εὔοπτος	
εὐπείθεια	
εὐπειθέω	
εὐπρεπῶς	
εὕρεμα	
εὑρίσκε	
εὐρώστως	
εὐρωτία	
εὐσήμως	
εὐστόχως	
εὐστροφία	
εὐσυναλλάκτως	
εὐτάκτως	
εὐτελῶς	
εὔτηκτος	
εὐτονία	
εὔφθαρτος	
εὐχερῶς	
εὐχρηστία	
εὐψύχως	
ἐφαδανώ	
ἐφαμαρτάνω	
ἐφέτιος	
ἐφηβεῖον	
ἐφήβος	
ἔφηλος	
ἔφοδος	
εφουδ	
εφραθ	
ἐφύβριστος	
εφωδ	
εφωθ	
ἐχθρεύω	
ἐχομένως	
ἑωσφόρος	
ζαι	
ζακχω	
ζέα	
ζεμα	
ζευγίζω	
ζιβύνη	
ζνλόω	
ζῦθος	
ζυμοῦσθαι	
ζυμωτός	
ζωγρεία	
ζωγρίας	
ζωόω	
ζῶσις	
ἡγεμονίδης	
ἥγησις	
ἡδυσμός	
ηδω	
ηθ	
ἠθολογέω	
ἠλέκτρον	
ἡμερόομαι	
ἡμίθνητος	
ἡμίσευμα	
ἡμισεύω	
ἡνία	
ἡπατοσκοπέω	
ἠπιότης	
ἠρεμάζω	
ἠρεμάζων	
ἡσυχῇ	
ἡψήθη	
θααλα	
θαιηλαθα	
θαλπιωθ	
θαμβέομαι	
θανατώσις	
θαννουριμ	
θαραφιν	
θαρραλέως	
θαρσις	
θαυ	
θαυμαστόω	
θαυμαστῶς	
θεε	
θεεβουλαθωθ	
θείμ	
θεκελ	
θέλης	
θελητής	
θελητός	
θέμα	
θεμελίωσις	
θεννουριμ	
θεόκτιστος	
θεοτόκος	
θεραπαίνης	
θεραφιν	
θεραφις	
θερμαστρίς	
θεωρητός	
θηλάω	
θηλυκός	
θηλυμανής	
θημονία	
θημωνία	
θηρεύσω	
θηριόομαι	
θηριωδῶς	
θησαυροφύλαξ	
θῖβις	
θιμωνιά	
θῖνας	
θλαδίας	
θλάσμα	
θλιμμός	
θνησιμαῖος	
θοῖνα	
θραελ	
θραυσμός	
θρεπτή	
θρηνηέω	
θρονίζω	
θροῦς	
θρύλημα	
θυαμαστόω	
θυγατράσιν	
θυΐσκη	
θυμήρης	
θυμιάζω	
θυμιόω	
θύρωμα	
θυσίασμα	
θωδαθα	
θωρακισμός	
ιααρ	
Ιαβιν	
ιακανα	
ιαμιβιν	
ιαμιν	
ἰατής	
ἴβης	
ιγλααμ	
ἰδιόγραφος	
ἰδιοποιέω	
ἱερατεύς	
ἱερεία	
ἱερόδουλος	
ἱεροστάτης	
ἱεροσύλημα	
ἱεροψάλτης	
ἱερόψυχος	
ἱέρωμα	
ἱκανῶς	
ἴκτερος	
ἰκτίν	
ἱλαρόω	
ἱλαρύνω	
ἱλαρῶς	
ἱλατεύω	
ἱμάντωσις	
ἱματιοφύλαξ	
ιν	
ἰόομαι	
Ἰουδαϊστί	
ἱππάζω	
ἵππαρχης	
ιρ	
ισανα	
ἰσαστέρος	
ἰσηγορέομαι	
ἴσνος	
ἰσοδυναμέω	
ἰσοδύναμος	
ἰσονομέω	
ἰσοπολίτης	
ἰσοπολῖτις	
ισραηλ	
ἰσχυρόω	
ἰσχυρῶς	
ἰταβύριον	
ἰταμία	
ιωθ	
Ιωναθαν	
κάβος	
καδημιμ	
καδησιμ	
κάδιον	
καθαγιάζω	
καθάρσιον	
κάθεμα	
καθίγω	
καθίομαι	
καθίπταμαι	
κάθισις	
καθόρμιον	
καθυμνέω	
καθυφαίνω	
καθωπλικώς	
καΐἐκεῖνος	
καϊἐμός	
κακαλογέω	
κακόμοχθος	
κακοποίησις	
κακοτεχνάομαι	
κακοφροσύνη	
καλαβώτης	
καλαμάομαι	
καλλιόω	
κάλλυνθρον	
κάλπη	
καλυπτήρ	
κάλυψις	
καλώς	
καμηλοπάρδαλις	
καμιναία	
κανθός	
καρασιμ	
καρδιόω	
καρόω	
καρπάσινος	
καρπίζομαι	
καρπόβρωτός	
καρποφόρον	
κάρπωμα	
καρπωτόν	
κάρταλλος	
καρτεροψυχία	
καρτερῶς	
καρύα	
καρυΐνη	
καρυίσκος	
καρυωτός	
καταβάσιος	
κατάβρωμα	
καταγηράω	
καταγίνομαι	
καταγογγύζω	
καταδαμάζω	
καταδεσμεύω	
καταδέσμους	
καταδολεσχέω	
καταδύσις	
καταθλάω	
καταιγίς	
κατακάλυμμα	
κατάκαρπος	
κατακάρπωσις	
κατάκαυμα	
κατακεντέω	
κατάκλειστος	
κατάκλιτον	
κατακοπή	
κατάκοπος	
κατακροτέω	
κατακρούω	
καταλεαίνω	
καταλείφω	
καταλιθοβολέω	
κατάλιθος	
καταλοχία	
καταλύτης	
καταμερισμός	
καταμεστόω	
καταμήνιος	
καταμιμνῄσκομαι	
κατανίσταμαι	
κατανοήσις	
κατάντημα	
κατανωτίζομαι	
κατάξηρος	
καταξύω	
καταπάλτης	
καταπανουργεύομαι	
καταπάτημα	
καταπάτησις	
καταπειράζω	
καταπελματόομαι	
κατάπικρος	
καταπληγμός	
κατάπλους	
καταποντισμός	
καταπορεύομαι	
καταπραΰνω	
καταπρονομεύω	
κατάπτωμα	
κατάπτωσις	
κατάρασις	
καταράω	
καταρομβεύω	
καταρράσσω	
κατασκεδάζω	
κατασκέπτομαι	
κατασμικρύνω	
κατάστεμα	
